t,S,D,N,viralidad,avg_susceptibilidad,avg_actividad,D_credulos,D_escepticos,D_verificadores,D_super_propagadores,D_hubs,exposicion_media_desinfo,exposicion_max_desinfo,actividad_total_desinfo,tasa_cambio_D,estrategia
69,140,99,161,0.605,0.45515770058428173,1.6922835573366402,45,25,29,19,19,0.470443242254404,6.919269695897249,214.4866288728782,-5.0,Fact-checking intenso
70,135,101,164,0.5975,0.45710747660147427,1.6922835573366402,51,26,24,20,20,0.5362165721821954,8.86534247788309,207.01201826558537,2.0,Fact-checking intenso
71,139,95,166,0.59,0.45903281570689525,1.6922835573366402,54,21,20,15,15,0.5175300456639633,9.008246862551214,199.70967661444473,-6.0,Fact-checking intenso
72,128,104,168,0.585,0.4608858924941886,1.6922835573366402,57,22,25,20,20,0.49927419153611174,7.58049317687795,210.20522416027853,9.0,Fact-checking intenso
73,129,102,169,0.58,0.46283156629326055,1.6922835573366402,52,23,27,21,21,0.5255130604006966,7.881896531214857,217.7177067925531,-2.0,Fact-checking intenso
74,131,97,172,0.5775,0.4648296180500533,1.6922835573366402,51,26,20,17,17,0.5442942669813828,7.222437579566628,210.90051088902334,-5.0,Fact-checking intenso
75,133,94,173,0.57,0.46677654151245007,1.6922835573366402,44,22,28,20,20,0.5272512772225584,7.666642408878345,221.73066691760584,-3.0,Fact-checking intenso
76,139,85,176,0.5675,0.4687210346074586,1.6922835573366402,41,20,24,15,15,0.5543266672940148,8.020093304281893,181.49046384990191,-9.0,Fact-checking intenso
77,130,91,179,0.56,0.47035658493248816,1.6922835573366402,41,28,22,14,14,0.4537261596247549,7.166798229329426,192.98610858734014,6.0,Fact-checking intenso
78,128,89,183,0.5525,0.4720966991805093,1.6922835573366402,42,28,19,18,18,0.48246527146835044,8.665149443269852,195.98016364082667,-2.0,Fact-checking intenso
79,130,84,186,0.5425,0.47380809485209613,1.6922835573366402,36,32,16,14,14,0.4899504091020668,7.094903734842879,161.26331221274546,-5.0,Fact-checking intenso
80,129,80,191,0.535,0.47527906753605187,1.6922835573366402,36,25,19,16,16,0.4031582805318637,5.807015140920827,171.40033002628257,-4.0,Fact-checking intenso
81,129,77,194,0.5225,0.4767332481316927,1.6922835573366402,37,23,17,15,15,0.4285008250657066,6.255811611329227,170.29545537895729,-3.0,Fact-checking intenso
82,120,84,196,0.515,0.4781925968477348,1.6922835573366402,37,29,18,21,21,0.42573863844739335,6.136806233582226,186.10927640748764,7.0,Fact-checking intenso
83,117,80,203,0.51,0.4797094294971062,1.6922835573366402,33,29,18,15,15,0.4652731910187192,7.291674017395335,170.94211978795033,-4.0,Fact-checking intenso
84,116,78,206,0.4925,0.4810796267630286,1.6922835573366402,32,29,17,16,16,0.4273552994698759,6.2932688453223715,169.05214645648545,-2.0,Fact-checking intenso
85,116,77,207,0.485,0.4824110873341134,1.6922835573366402,33,28,16,14,14,0.42263036614121363,6.019805089059599,151.96855858229515,-1.0,Fact-checking intenso
86,104,86,210,0.4825,0.4836679706764535,1.6922835573366402,34,29,23,16,16,0.3799213964557379,5.7108263189545205,173.89337972000962,9.0,Fact-checking intenso
87,107,82,211,0.475,0.4851033790728779,1.6922835573366402,34,25,23,17,17,0.4347334493000241,6.222310842157705,171.66177033927082,-4.0,Fact-checking intenso
88,104,81,215,0.4725,0.48652375878630166,1.6922835573366402,36,24,21,16,16,0.4291544258481771,6.39365234313478,164.91220497512938,-1.0,Fact-checking intenso
89,103,77,220,0.4625,0.48784703289440573,1.6922835573366402,32,26,19,17,17,0.4122805124378234,7.035645795772605,176.02528570443525,-4.0,Fact-checking intenso
90,107,72,221,0.45,0.4891914267886605,1.6922835573366402,34,22,16,13,13,0.44006321426108813,6.775563302488815,145.2626609373492,-5.0,Fact-checking intenso
91,106,70,224,0.4475,0.49033191298646356,1.6922835573366402,32,24,14,14,14,0.363156652343373,5.059460092019073,140.73645718119946,-2.0,Fact-checking intenso
92,107,67,226,0.44,0.491437962393823,1.6922835573366402,28,23,16,13,13,0.3518411429529986,5.213899820413565,130.7296610981016,-3.0,Fact-checking intenso
93,104,65,231,0.435,0.492487529407369,1.6922835573366402,26,23,16,15,15,0.32682415274525395,5.183608681453574,132.03714154073566,-2.0,Fact-checking intenso
94,109,59,232,0.4225,0.49353663925465285,1.6922835573366402,19,22,18,12,12,0.3300928538518392,5.2874586054576245,116.49459832582173,-6.0,Fact-checking intenso
95,99,63,238,0.42,0.49446802650717814,1.6922835573366402,24,18,21,14,14,0.2912364958145543,5.080710544801524,141.01757282053813,4.0,Fact-checking intenso
96,100,62,238,0.405,0.49555394420467325,1.6922835573366402,23,19,20,12,12,0.3525439320513453,6.051717571305122,133.1744650645582,-1.0,Fact-checking intenso
97,100,59,241,0.405,0.4966449597846975,1.6922835573366402,22,20,17,14,14,0.33293616266139553,5.187153713319731,129.40495043843146,-3.0,Fact-checking intenso
98,95,59,246,0.3975,0.49766381353024497,1.6922835573366402,20,18,21,12,12,0.3235123760960786,4.530803615200848,126.99630741277191,0.0,Fact-checking intenso
99,91,62,247,0.385,0.4986706110785715,1.6922835573366402,16,25,21,12,12,0.3174907685319298,4.542667522147957,126.86161241673425,3.0,Fact-checking intenso
100,96,55,249,0.3825,0.49969280895839796,1.6922835573366402,16,23,16,12,12,0.31715403104183565,4.375649393453168,107.54755417601015,-7.0,Fact-checking intenso
101,94,55,251,0.3775,0.5005262948319177,1.6922835573366402,16,23,16,13,13,0.26886888544002524,3.939195770162882,113.53843107872507,0.0,Fact-checking intenso
102,96,51,253,0.3725,0.5014004353152237,1.6922835573366402,15,21,15,12,12,0.2838460776968127,4.324671580213146,90.46655595402366,-4.0,Fact-checking intenso
103,96,50,254,0.3675,0.5021084399423121,1.6922835573366402,18,17,15,11,11,0.2261663898850591,3.6980276053040724,108.10310699224553,-1.0,Fact-checking intenso
104,90,50,260,0.365,0.5028790662693425,1.6922835573366402,19,15,16,11,11,0.2702577674806138,3.9708815954206647,100.74658012126417,0.0,Fact-checking intenso
105,86,53,261,0.35,0.5036263534034046,1.6922835573366402,18,18,17,13,13,0.25186645030316046,3.686619501241181,107.01116776128272,3.0,Fact-checking intenso
106,88,50,262,0.3475,0.5044402392522562,1.6922835573366402,19,16,15,10,10,0.26752791940320686,3.993718469693871,98.00346094797392,-3.0,Fact-checking intenso
107,84,52,264,0.345,0.5051840817217997,1.6922835573366402,20,18,14,11,11,0.2450086523699348,3.8523959191200436,93.71960675972015,2.0,Fact-checking intenso
108,87,47,266,0.34,0.5059490162401427,1.6922835573366402,16,16,15,10,10,0.2342990168993005,3.7739227044048875,100.54208794589985,-5.0,Fact-checking intenso
109,84,46,270,0.335,0.5066985139194515,1.6922835573366402,19,14,13,11,11,0.2513552198647496,3.795344441338589,89.40151845851928,-1.0,Fact-checking intenso
110,81,48,271,0.325,0.5073723955527225,1.6922835573366402,18,16,14,11,11,0.22350379614629823,3.1027710556452854,92.23767059154117,2.0,Fact-checking intenso
111,82,45,273,0.3225,0.5080523874569584,1.6922835573366402,19,13,13,7,7,0.230594176478853,3.358807047853447,94.68501315182856,-3.0,Fact-checking intenso
112,76,47,277,0.3175,0.5087111789682761,1.6922835573366402,23,13,11,10,10,0.23671253287957142,3.8723903795891816,91.75035034462806,2.0,Fact-checking intenso
113,79,43,278,0.3075,0.5093822416681,1.6922835573366402,23,10,10,9,9,0.22937587586157016,3.8474158014188453,87.19576958302552,-4.0,Fact-checking intenso
114,70,50,280,0.305,0.5100226396837872,1.6922835573366402,25,13,12,10,10,0.21798942395756377,3.4306928821392066,96.88506436891839,7.0,Fact-checking intenso
115,74,44,282,0.3,0.5107331893294886,1.6922835573366402,21,12,11,9,9,0.24221266092229599,3.706251798684028,84.93207423092649,-6.0,Fact-checking intenso
116,68,49,283,0.295,0.5113733060512865,1.6922835573366402,22,12,15,11,11,0.2123301855773162,4.174645448286674,102.03422640526966,5.0,Fact-checking intenso
117,69,46,285,0.2925,0.5121008336271542,1.6922835573366402,20,15,11,9,9,0.25508556601317417,3.6514772659484414,92.42427162372496,-3.0,Fact-checking intenso
118,72,42,286,0.2875,0.5127297119735946,1.6922835573366402,18,11,13,9,9,0.23106067905931238,3.612490846836283,85.8018203290596,-4.0,Fact-checking intenso
119,73,39,288,0.285,0.5133242434845875,1.6922835573366402,17,10,12,9,9,0.21450455082264897,3.2627217415839067,82.27565632456343,-3.0,Fact-checking intenso
120,71,40,289,0.28,0.5138315564904427,1.6922835573366402,14,14,12,9,9,0.2056891408114086,3.176340946018646,88.0412581878078,1.0,Fact-checking intenso
121,70,38,292,0.2775,0.5143728762357574,1.6922835573366402,14,12,12,8,8,0.22010314546951945,3.825424903814161,81.32104720511707,-2.0,Fact-checking intenso
122,70,35,295,0.27,0.5148619443940621,1.6922835573366402,14,9,12,8,8,0.20330261801279267,3.2732220229354563,73.6737785022017,-3.0,Fact-checking intenso
123,66,36,298,0.2625,0.5152663659749799,1.6922835573366402,14,9,13,10,10,0.1841844462555042,3.0839077521046083,80.98673077723795,1.0,Fact-checking intenso
124,64,34,302,0.255,0.5157488744645076,1.6922835573366402,15,8,11,7,7,0.20246682694309484,3.7615043304140685,67.86634730829749,-2.0,Fact-checking intenso
125,67,29,304,0.245,0.5162226058668827,1.6922835573366402,13,6,10,5,5,0.16966586827074373,2.8230971265865845,53.03422122407159,-5.0,Fact-checking intenso
126,65,29,306,0.24,0.5166021544130415,1.6922835573366402,12,7,10,5,5,0.13258555306017897,2.4392708950062896,57.795108383615954,0.0,Fact-checking intenso
127,62,32,306,0.235,0.5169960008798511,1.6922835573366402,14,8,10,5,5,0.1444877709590399,2.6870711049289033,65.6590433165134,3.0,Fact-checking intenso
128,62,29,309,0.235,0.5175081802051762,1.6922835573366402,10,9,10,7,7,0.16414760829128355,3.832925058005976,54.48720276363947,-3.0,Fact-checking intenso
129,57,32,311,0.2275,0.5179324258738243,1.6922835573366402,12,10,10,7,7,0.13621800690909874,2.402335014923754,67.69872850270633,3.0,Fact-checking intenso
130,55,31,314,0.2225,0.5184331246902956,1.6922835573366402,13,9,9,7,7,0.16924682125676585,3.3722098439746477,61.93353034784363,-1.0,Fact-checking intenso
131,58,27,315,0.215,0.5188696903274534,1.6922835573366402,11,9,7,6,6,0.15483382586960906,2.6860800454073135,60.061134359666184,-4.0,Fact-checking intenso
132,55,30,315,0.2125,0.5192879763501793,1.6922835573366402,14,8,8,7,7,0.15015283589916545,2.7362837878826887,67.20892846371493,3.0,Fact-checking intenso
133,52,32,316,0.2125,0.5197214196999026,1.6922835573366402,13,9,10,6,6,0.1680223211592873,2.7362837878826887,63.45425138444443,2.0,Fact-checking intenso
134,48,36,316,0.21,0.5201636389447318,1.6922835573366402,15,10,11,5,5,0.15863562846111112,3.3213759015361366,78.16988788413661,4.0,Fact-checking intenso
135,45,38,317,0.21,0.5206801277021599,1.6922835573366402,16,10,12,6,6,0.19542471971034153,3.268934076943609,78.00005537981255,2.0,Fact-checking intenso
136,43,38,319,0.2075,0.5212208066993547,1.6922835573366402,17,10,11,6,6,0.19500013844953137,3.268934076943609,75.59612274509834,0.0,Fact-checking intenso
137,41,38,321,0.2025,0.5217416903302429,1.6922835573366402,18,10,10,5,5,0.1889903068627458,3.396353310105442,74.64102854002633,0.0,Fact-checking intenso
138,43,35,322,0.1975,0.522277371381549,1.6922835573366402,16,9,10,6,6,0.18660257135006575,3.630026686815223,72.44540726458052,-3.0,Fact-checking intenso
139,45,30,325,0.195,0.5227697185822267,1.6922835573366402,14,7,9,6,6,0.18111351816145127,3.6770163634489657,63.74280378289251,-5.0,Fact-checking intenso
140,40,34,326,0.1875,0.5231865778433656,1.6922835573366402,15,9,10,6,6,0.1593570094572313,3.139007092573881,68.2557824809977,4.0,Fact-checking intenso
141,32,41,327,0.185,0.5236479263604328,1.6922835573366402,18,13,10,6,6,0.17063945620249424,3.4430876869676488,79.79331580639816,7.0,Fact-checking intenso
142,35,38,327,0.1825,0.5241918752570979,1.6922835573366402,17,12,9,6,6,0.19948328951599537,3.74096881149122,76.44336640078868,-3.0,Fact-checking intenso
143,36,36,328,0.1825,0.5247033475881022,1.6922835573366402,16,12,8,4,4,0.1911084160019717,3.74096881149122,65.72531356041766,-2.0,Fact-checking intenso
144,40,32,328,0.18,0.5251957343085906,1.6922835573366402,15,11,6,3,3,0.16431328390104416,3.372671543944528,57.95425687818141,-4.0,Fact-checking intenso
145,40,31,329,0.18,0.5256073723557896,1.6922835573366402,15,10,6,3,3,0.14488564219545355,3.372671543944528,63.27270714608299,-1.0,Fact-checking intenso
146,38,33,329,0.1775,0.5260454805954636,1.6922835573366402,16,11,6,4,4,0.15818176786520752,3.372671543944528,65.14357331606621,2.0,Fact-checking intenso
147,36,33,331,0.1775,0.5264983932671982,1.6922835573366402,16,11,6,4,4,0.16285893329016551,3.372671543944528,64.46932928906344,0.0,Fact-checking intenso
148,33,34,333,0.1725,0.5269435075012764,1.6922835573366402,16,11,7,5,5,0.16117332322265862,3.372671543944528,65.93514968197198,1.0,Fact-checking intenso
149,36,30,334,0.1675,0.5273897070647139,1.6922835573366402,15,9,6,5,5,0.16483787420492998,3.372671543944528,59.06507954530615,-4.0,Fact-checking intenso
150,39,26,335,0.165,0.5277631651461182,1.6922835573366402,14,7,5,5,5,0.14766269886326536,3.1467795251998725,54.63840372595665,-4.0,Fact-checking intenso
151,37,25,338,0.1625,0.5280831836082481,1.6922835573366402,13,6,6,3,3,0.13659600931489163,2.7074567493381103,40.88913903683353,-1.0,Fact-checking intenso
152,38,24,338,0.155,0.5283667593627922,1.6922835573366402,14,5,5,4,4,0.10222284759208382,1.9983093981706719,48.77902501252652,-1.0,Fact-checking intenso
153,40,21,339,0.155,0.5286651702797305,1.6922835573366402,11,4,6,4,4,0.1219475625313163,2.958643798848548,42.81774486882544,-3.0,Fact-checking intenso
154,43,18,339,0.1525,0.5288951560398285,1.6922835573366402,9,4,5,4,4,0.10704436217206365,2.7074567493381103,37.860160548539795,-3.0,Fact-checking intenso
155,44,17,339,0.1525,0.5291028092427158,1.6922835573366402,10,4,3,3,3,0.0946504013713495,3.0019716589054473,27.610187464963673,-1.0,Fact-checking intenso
156,43,17,340,0.1525,0.5292915261323373,1.6922835573366402,10,3,4,4,4,0.06902546866240918,2.4167372283217827,36.987370578901476,0.0,Fact-checking intenso
157,42,18,340,0.15,0.5294976317451404,1.6922835573366402,10,3,5,3,3,0.09246842644725368,3.157579069919226,37.05899436313487,1.0,Fact-checking intenso
158,42,18,340,0.15,0.5297036267608984,1.6922835573366402,11,3,4,3,3,0.0926474859078372,2.373407211848928,30.117359412258153,0.0,Fact-checking intenso
159,41,18,341,0.15,0.5298757219194296,1.6922835573366402,11,3,4,2,2,0.07529339853064539,1.668135136520837,29.62569503163964,0.0,Fact-checking intenso
160,37,22,341,0.1475,0.5300466969445005,1.6922835573366402,14,3,5,3,3,0.0740642375790991,1.668135136520837,46.6212167949622,4.0,Fact-checking intenso
161,36,21,343,0.1475,0.530293073915271,1.6922835573366402,13,3,5,2,2,0.11655304198740551,2.819652260472726,41.858393784286825,-1.0,Fact-checking intenso
162,35,22,343,0.1425,0.5305053164542244,1.6922835573366402,11,3,8,2,2,0.10464598446071706,2.4323462437401466,49.260117074768424,1.0,Fact-checking intenso
163,35,22,343,0.1425,0.5307566406490778,1.6922835573366402,12,3,7,2,2,0.12315029268692107,2.4323462437401466,48.61109029151495,0.0,Fact-checking intenso
164,32,25,343,0.1425,0.5310016791829183,1.6922835573366402,14,4,7,2,2,0.12152772572878737,2.2248148097148115,51.906532737559765,3.0,Fact-checking intenso
165,31,25,344,0.1425,0.5312795375294965,1.6922835573366402,16,2,7,2,2,0.12976633184389944,2.3804222207285903,53.58641382432904,0.0,Fact-checking intenso
166,32,24,344,0.14,0.5315797652196556,1.6922835573366402,14,3,7,1,1,0.13396603456082262,2.5922291810527005,52.31791667464565,-1.0,Fact-checking intenso
167,30,25,345,0.14,0.5318682242649768,1.6922835573366402,14,4,7,2,2,0.13079479168661415,2.5922291810527005,54.63195943273089,1.0,Fact-checking intenso
168,30,24,346,0.1375,0.5321800922883743,1.6922835573366402,14,3,7,2,2,0.13657989858182726,2.6544321724742277,53.85221432141912,-1.0,Fact-checking intenso
169,30,23,347,0.135,0.5324807082761012,1.6922835573366402,14,4,5,2,2,0.1346305358035478,2.893661898927191,53.24694330467249,-1.0,Fact-checking intenso
170,31,22,347,0.1325,0.5327996673485607,1.6922835573366402,13,4,5,2,2,0.13311735826168125,2.893661898927191,53.08662202119614,-1.0,Fact-checking intenso
171,32,20,348,0.1325,0.5330986602563926,1.6922835573366402,11,4,5,1,1,0.13271655505299038,2.893661898927191,45.43688027479779,-2.0,Fact-checking intenso
172,31,20,349,0.13,0.5333497087659357,1.6922835573366402,12,4,4,2,2,0.11359220068699447,2.3451639609365187,43.36193935847949,0.0,Fact-checking intenso
173,29,18,353,0.1275,0.5335671068618048,1.6922835573366402,12,4,2,2,2,0.10840484839619872,2.3451639609365187,34.24510095034722,-2.0,Fact-checking intenso
174,33,14,353,0.1175,0.5337665870891649,1.6922835573366402,9,3,2,2,2,0.08561275237586806,2.3451639609365187,27.32989250309872,-4.0,Fact-checking intenso
175,32,15,353,0.1175,0.5339138306605911,1.6922835573366402,10,3,2,2,2,0.0683247312577468,1.5442462205147327,29.25063435460301,1.0,Fact-checking intenso
176,34,13,353,0.1175,0.5340674629319487,1.6922835573366402,8,3,2,1,1,0.07312658588650754,1.6767378833637503,17.72587324214799,-2.0,Fact-checking intenso
177,34,12,354,0.1175,0.5341782153535801,1.6922835573366402,7,3,2,1,1,0.04431468310536997,1.3862011716285063,24.88521823356595,-1.0,Fact-checking intenso
178,33,13,354,0.115,0.5342908548885817,1.6922835573366402,7,4,2,1,1,0.06221304558391488,1.6142813772986344,28.273072010243457,1.0,Fact-checking intenso
179,33,13,354,0.115,0.5344409644741709,1.6922835573366402,7,4,2,2,2,0.07068268002560864,1.8823187909292434,30.410330423557227,0.0,Fact-checking intenso
180,29,15,356,0.115,0.5346154280272724,1.6922835573366402,8,4,3,1,1,0.07602582605889308,2.4690819116930482,32.99502059624081,2.0,Fact-checking intenso
181,29,12,359,0.11,0.5348222672683917,1.6922835573366402,6,3,3,0,0,0.08248755149060205,2.614530568491844,16.140841043265443,-3.0,Fact-checking intenso
182,26,15,359,0.1025,0.5349538833654154,1.6922835573366402,6,4,5,0,0,0.0403521026081636,0.975114411151373,23.075442977387222,3.0,Fact-checking intenso
183,24,17,359,0.1025,0.5351603194989993,1.6922835573366402,7,4,6,1,1,0.05768860744346805,1.1374687695493206,33.04430822728515,2.0,Fact-checking intenso
184,22,18,360,0.1025,0.5353860239321651,1.6922835573366402,10,2,6,2,2,0.08261077056821285,1.7343275363942396,31.997051729856743,1.0,Fact-checking intenso
185,23,17,360,0.1,0.5356061971942164,1.6922835573366402,10,2,5,2,2,0.07999262932464185,1.4310009149494143,30.60534638214293,-1.0,Fact-checking intenso
186,24,15,361,0.1,0.5358290733575994,1.6922835573366402,8,2,5,2,2,0.07651336595535732,1.4539531220833877,28.326164639404144,-2.0,Fact-checking intenso
187,27,11,362,0.0975,0.5360231906597568,1.6922835573366402,5,2,4,2,2,0.07081541159851035,1.4539531220833877,26.44306594763767,-4.0,Fact-checking intenso
188,27,11,362,0.095,0.5361938073177849,1.6922835573366402,5,1,5,2,2,0.06610766486909417,1.4310009149494143,28.80548979147925,0.0,Fact-checking intenso
189,27,10,363,0.095,0.5363611506472153,1.6922835573366402,6,1,3,2,2,0.07201372447869811,1.5070788992308457,21.500787963528452,-1.0,Fact-checking intenso
190,25,10,365,0.0925,0.5364822671965274,1.6922835573366402,7,1,2,2,2,0.05375196990882113,1.4310009149494143,20.425126497245937,0.0,Fact-checking intenso
191,25,10,365,0.0875,0.5365984959942907,1.6922835573366402,8,1,1,2,2,0.05106281624311484,1.5606838921312212,20.605789171141243,0.0,Fact-checking intenso
192,24,10,366,0.0875,0.5367136542695565,1.6922835573366402,6,2,2,1,1,0.0515144729278531,1.5606838921312212,11.03628620005259,0.0,Fact-checking intenso
193,22,12,366,0.085,0.536806058984571,1.6922835573366402,7,3,2,2,2,0.027590715500131476,0.8588440363897305,21.870265070564077,2.0,Fact-checking intenso
194,19,15,366,0.085,0.5369274606855171,1.6922835573366402,7,5,3,2,2,0.0546756626764102,1.6767378833637503,26.839371694746333,3.0,Fact-checking intenso
195,20,13,367,0.085,0.5371004450272401,1.6922835573366402,6,5,2,2,2,0.06709842923686583,1.6767378833637503,23.128195868819024,-2.0,Fact-checking intenso
196,22,11,367,0.0825,0.5372233464637722,1.6922835573366402,4,6,1,2,2,0.057820489672047566,1.5470549061819434,21.90361481586088,-2.0,Fact-checking intenso
197,22,11,367,0.0825,0.5373374690801411,1.6922835573366402,5,6,0,2,2,0.05475903703965221,1.5470549061819434,23.204537127676538,0.0,Fact-checking intenso
198,22,9,369,0.0825,0.5374570275324304,1.6922835573366402,6,3,0,1,1,0.05801134281919135,1.5470549061819434,12.483127792928896,-2.0,Fact-checking intenso
199,21,10,369,0.0775,0.5375462279838894,1.6922835573366402,6,2,2,1,1,0.031207819482322235,0.8212581213790373,13.967190500549684,1.0,Fact-checking intenso
200,25,6,369,0.0775,0.5376443891842994,1.6922835573366402,3,2,1,0,0,0.0349179762513742,0.8804475584721935,11.254490189356734,-4.0,Fact-checking intenso
201,21,9,370,0.0775,0.5377220324958948,1.6922835573366402,5,3,1,1,1,0.028136225473391833,0.7502047615425065,20.986013461530728,3.0,Fact-checking intenso
202,19,11,370,0.075,0.5378339997479885,1.6922835573366402,6,3,2,2,2,0.05246503365382681,1.4676912718362702,23.186619154576228,2.0,Fact-checking intenso
203,19,11,370,0.075,0.5379749971044815,1.6922835573366402,5,5,1,2,2,0.05796654788644057,1.5209632407882907,22.756581162152067,0.0,Fact-checking intenso
204,19,10,371,0.075,0.538106409574504,1.6922835573366402,4,5,1,2,2,0.05689145290538017,1.3972371010766438,20.76490765333028,-1.0,Fact-checking intenso
205,18,11,371,0.0725,0.5382263559075764,1.6922835573366402,5,4,2,2,2,0.0519122691333257,1.3972371010766438,20.07456804576758,1.0,Fact-checking intenso
206,18,11,371,0.0725,0.5383382531592349,1.6922835573366402,5,4,2,2,2,0.050186420114418956,1.1515171239518889,20.07456804576758,0.0,Fact-checking intenso
207,19,9,372,0.0725,0.5384497817720263,1.6922835573366402,3,5,1,2,2,0.050186420114418956,1.1515171239518889,17.216324647081386,-2.0,Fact-checking intenso
208,16,11,373,0.07,0.5385310675763985,1.6922835573366402,4,5,2,2,2,0.04304081161770346,1.0381218124452838,21.480786961940453,2.0,Fact-checking intenso
209,18,9,373,0.0675,0.5386303508304512,1.6922835573366402,3,4,2,2,2,0.05370196740485114,1.3416475810929493,20.502275583349167,-2.0,Fact-checking intenso
210,16,11,373,0.0675,0.5387184337473587,1.6922835573366402,5,4,2,2,2,0.051255688958372916,1.3416475810929493,21.97370488285424,2.0,Fact-checking intenso
211,16,11,373,0.0675,0.5388212722684926,1.6922835573366402,5,4,2,2,2,0.05493426220713559,1.3685978649665242,22.94837891121575,0.0,Fact-checking intenso
212,15,12,373,0.0675,0.538935908079381,1.6922835573366402,6,4,2,2,2,0.05737094727803938,1.3685978649665242,24.778298094122192,1.0,Fact-checking intenso
213,18,9,373,0.0675,0.539060293023737,1.6922835573366402,5,3,1,2,2,0.06194574523530548,1.6470039302994142,20.539884349098116,-3.0,Fact-checking intenso
214,16,11,373,0.0675,0.5391343444632435,1.6922835573366402,5,4,2,1,1,0.05134971087274529,1.3416475810929493,25.11935127790852,2.0,Fact-checking intenso
215,16,11,373,0.0675,0.5392649815385708,1.6922835573366402,5,4,2,1,1,0.0627983781947713,1.8259971846638747,25.11935127790852,0.0,Fact-checking intenso
216,14,13,373,0.0675,0.5393950016738668,1.6922835573366402,7,3,3,2,2,0.0627983781947713,1.8259971846638747,25.286263322471004,2.0,Fact-checking intenso
217,14,13,373,0.0675,0.539525115652022,1.6922835573366402,7,3,3,1,1,0.06321565830617751,1.5442462205147327,17.457096129887372,0.0,Fact-checking intenso
218,13,13,374,0.0675,0.5396570151464269,1.6922835573366402,7,2,4,2,2,0.04364274032471844,1.052716420983798,26.046647200635363,0.0,Fact-checking intenso
219,14,12,374,0.065,0.5397837043007822,1.6922835573366402,6,2,4,2,2,0.06511661800158841,1.5442462205147327,24.216728017728922,-1.0,Fact-checking intenso
220,16,10,374,0.065,0.5398999402231835,1.6922835573366402,6,2,2,2,2,0.060541820044322306,1.4511001162103456,22.056617790844278,-2.0,Fact-checking intenso
221,19,7,374,0.065,0.5399898764170478,1.6922835573366402,5,1,1,2,2,0.0551415444771107,1.3416475810929493,17.372719012642378,-3.0,Fact-checking intenso
222,19,7,374,0.065,0.5400593063994549,1.6922835573366402,4,1,2,1,1,0.043431797531605955,1.1992235451208475,10.906230091364701,0.0,Fact-checking intenso
223,17,8,375,0.065,0.5401428935169309,1.6922835573366402,4,2,2,2,2,0.027265575228411755,1.0480265668088267,20.625943220594127,1.0,Fact-checking intenso
224,15,9,376,0.0625,0.540238278630801,1.6922835573366402,5,2,2,2,2,0.05156485805148532,1.1992235451208475,21.736161925880495,1.0,Fact-checking intenso
225,16,8,376,0.06,0.5403454960661989,1.6922835573366402,5,1,2,2,2,0.05434040481470124,1.1992235451208475,21.32077249853336,-1.0,Fact-checking intenso
226,15,9,376,0.06,0.5404493861091443,1.6922835573366402,5,1,3,2,2,0.053301931246333395,1.1992235451208475,22.17854142091393,1.0,Fact-checking intenso
227,16,8,376,0.06,0.540560916674021,1.6922835573366402,4,1,3,1,1,0.055446353552284826,1.2658401551818426,11.763999013745273,-1.0,Fact-checking intenso
228,15,9,376,0.06,0.5406507712170171,1.6922835573366402,5,1,3,2,2,0.029409997534363182,1.1374687695493206,22.993919096896427,1.0,Fact-checking intenso
229,14,10,376,0.06,0.5407652233911766,1.6922835573366402,5,1,4,1,1,0.05748479774224105,1.2658401551818426,14.938292743724991,1.0,Fact-checking intenso
230,15,9,376,0.06,0.5408724422115396,1.6922835573366402,4,1,4,1,1,0.037345731859312475,1.1374687695493206,13.828074038438626,-1.0,Fact-checking intenso
231,17,7,376,0.06,0.5409669952402746,1.6922835573366402,4,1,2,1,1,0.03457018509609656,1.1374687695493206,11.33543194623767,-2.0,Fact-checking intenso
232,17,6,377,0.06,0.5410426925485813,1.6922835573366402,3,1,2,1,1,0.028338579865594172,1.1374687695493206,9.528109909076456,-1.0,Fact-checking intenso
233,16,5,379,0.0575,0.5411117046350232,1.6922835573366402,2,1,2,0,0,0.023820274772691136,1.1374687695493206,8.845185442857927,-1.0,Fact-checking intenso
234,15,6,379,0.0525,0.5411751491450145,1.6922835573366402,2,2,2,0,0,0.022112963607144813,1.1374687695493206,11.929860103512453,1.0,Fact-checking intenso
235,11,9,380,0.0525,0.5412713179585935,1.6922835573366402,2,4,3,0,0,0.02982465025878113,1.1374687695493206,12.9838924590309,3.0,Fact-checking intenso
236,13,7,380,0.05,0.5413694946465507,1.6922835573366402,3,3,1,1,1,0.03245973114757725,1.0945337180500605,10.644716419062497,-2.0,Fact-checking intenso
237,13,6,381,0.05,0.5414437641088494,1.6922835573366402,3,2,1,1,1,0.02661179104765624,1.0945337180500605,10.110842526782514,-1.0,Fact-checking intenso
238,12,7,381,0.0475,0.5415149867419301,1.6922835573366402,3,2,2,1,1,0.02527710631695628,1.0945337180500605,12.074487747892686,1.0,Fact-checking intenso
239,12,7,381,0.0475,0.541599821301472,1.6922835573366402,3,2,2,1,1,0.030186219369731707,1.0945337180500605,12.074487747892686,0.0,Fact-checking intenso
240,12,7,381,0.0475,0.5416843210621205,1.6922835573366402,3,2,2,1,1,0.030186219369731707,1.0945337180500605,12.074487747892686,0.0,Fact-checking intenso
