t,S,D,N,viralidad,avg_susceptibilidad,avg_actividad,D_credulos,D_escepticos,D_verificadores,D_super_propagadores,D_hubs,exposicion_media_desinfo,exposicion_max_desinfo,actividad_total_desinfo,tasa_cambio_D,estrategia
206,13,10,377,0.06,0.537597551422847,1.6922835573366402,7,0,3,3,3,0.07429554055217001,1.940950398714782,22.54797673408879,-1.0,Moderación de influencers
207,12,10,378,0.0575,0.5376958411306834,1.6922835573366402,7,0,3,3,3,0.05636994183522198,1.5846669541561889,22.54797673408879,0.0,Moderación de influencers
208,11,10,379,0.055,0.5377937886028584,1.6922835573366402,7,0,3,3,3,0.05636994183522198,1.5846669541561889,22.54797673408879,0.0,Moderación de influencers
209,11,10,379,0.0525,0.5378913957432067,1.6922835573366402,7,0,3,3,3,0.05636994183522198,1.5846669541561889,22.54797673408879,0.0,Moderación de influencers
210,9,11,380,0.0525,0.5379886644412358,1.6922835573366402,7,0,4,3,3,0.05636994183522198,1.5846669541561889,26.336618923019138,1.0,Moderación de influencers
211,9,10,381,0.05,0.5381325941203858,1.6922835573366402,6,0,4,3,3,0.06584154730754785,1.5846669541561889,25.33068222918412,-1.0,Moderación de influencers
212,9,9,382,0.0475,0.5382703534921184,1.6922835573366402,6,0,3,3,3,0.0633267055729603,1.447511212323136,23.530375913899015,-1.0,Moderación de influencers
213,8,10,382,0.045,0.5383996350167909,1.6922835573366402,6,0,4,3,3,0.05882593978474754,1.447511212323136,27.07569011290535,1.0,Moderación de influencers
214,8,10,382,0.045,0.5385637558104892,1.6922835573366402,6,0,4,3,3,0.06768922528226337,1.90225457653447,27.07569011290535,0.0,Moderación de influencers
215,9,9,382,0.045,0.5387270542533598,1.6922835573366402,5,0,4,2,2,0.06768922528226337,1.90225457653447,16.661147705736695,-1.0,Moderación de influencers
216,10,8,382,0.045,0.5388698724714135,1.6922835573366402,4,0,4,2,2,0.04165286926434174,1.2385701713749981,14.738660491961085,-1.0,Moderación de influencers
217,10,8,382,0.045,0.538984679788944,1.6922835573366402,5,0,3,2,2,0.03684665122990271,1.2385701713749981,12.185632483739465,0.0,Moderación de influencers
218,10,8,382,0.045,0.539063462304103,1.6922835573366402,5,0,3,2,2,0.030464081209348657,0.6557867835063703,12.185632483739465,0.0,Moderación de influencers
219,8,10,382,0.045,0.5391419947872932,1.6922835573366402,6,1,3,3,3,0.030464081209348657,0.6557867835063703,23.134048783188103,2.0,Moderación de influencers
220,8,10,382,0.045,0.5392448973372062,1.6922835573366402,7,0,3,3,3,0.05783512195797025,1.490902681689855,24.042254632319256,0.0,Moderación de influencers
221,8,10,382,0.045,0.5393581067136844,1.6922835573366402,7,0,3,3,3,0.06010563658079813,1.436674391723543,24.042254632319256,0.0,Moderación de influencers
222,8,10,382,0.045,0.539470905282665,1.6922835573366402,7,0,3,3,3,0.06010563658079813,1.436674391723543,24.042254632319256,0.0,Moderación de influencers
223,9,9,382,0.045,0.5395832952580895,1.6922835573366402,7,0,2,3,3,0.06010563658079813,1.436674391723543,21.93703466418643,-1.0,Moderación de influencers
224,10,8,382,0.045,0.5396714211853554,1.6922835573366402,7,0,1,3,3,0.05484258666046607,1.436674391723543,19.455277753797652,-1.0,Moderación de influencers
225,11,7,382,0.045,0.5397497524944912,1.6922835573366402,6,0,1,3,3,0.04863819438449414,1.436674391723543,18.34505904851129,-1.0,Moderación de influencers
226,9,8,383,0.045,0.5398174719445743,1.6922835573366402,7,0,1,3,3,0.04586264762127822,1.2786268437539259,19.93568522616213,1.0,Moderación de influencers
227,10,7,383,0.0425,0.5399072328476051,1.6922835573366402,6,0,1,3,3,0.04983921306540532,1.436674391723543,18.700071045453402,-1.0,Moderación de influencers
228,6,10,384,0.0425,0.5399876678447927,1.6922835573366402,7,0,3,3,3,0.046750177613633516,1.436674391723543,25.18277094880459,3.0,Moderación de influencers
229,7,9,384,0.04,0.5401394193233776,1.6922835573366402,7,0,2,3,3,0.06295692737201149,1.447511212323136,21.394128759874242,-1.0,Moderación de influencers
230,6,10,384,0.04,0.5402461787750329,1.6922835573366402,7,1,2,3,3,0.05348532189968561,1.436674391723543,21.928002652154227,1.0,Moderación de influencers
231,6,10,384,0.04,0.540357509446871,1.6922835573366402,7,1,2,3,3,0.05482000663038557,1.436674391723543,21.928002652154227,0.0,Moderación de influencers
232,6,10,384,0.04,0.540468473266677,1.6922835573366402,7,1,2,3,3,0.05482000663038557,1.436674391723543,20.864445363536667,0.0,Moderación de influencers
233,7,9,384,0.04,0.5405548064009532,1.6922835573366402,6,1,2,3,3,0.05216111340884167,1.436674391723543,19.7542266582503,-1.0,Moderación de influencers
234,7,9,384,0.04,0.5406306589647278,1.6922835573366402,6,1,2,3,3,0.04938556664562576,1.3214501547512443,19.7542266582503,0.0,Moderación de influencers
235,8,8,384,0.04,0.5407062833082183,1.6922835573366402,6,1,1,3,3,0.04938556664562576,1.3214501547512443,18.295783124538186,-1.0,Moderación de influencers
236,8,8,384,0.04,0.5407640332016617,1.6922835573366402,6,1,1,3,3,0.04573945781134545,1.3214501547512443,18.295783124538186,0.0,Moderación de influencers
237,8,8,384,0.04,0.5408216053824438,1.6922835573366402,6,1,1,3,3,0.04573945781134545,1.3214501547512443,18.295783124538186,0.0,Moderación de influencers
238,9,7,384,0.04,0.540879000879831,1.6922835573366402,5,1,1,3,3,0.04573945781134545,1.3214501547512443,18.007801103552737,-1.0,Moderación de influencers
239,9,7,384,0.04,0.5409337769265723,1.6922835573366402,5,1,1,3,3,0.04501950275888184,1.2840187669086562,18.007801103552737,0.0,Moderación de influencers
240,9,7,384,0.04,0.5409883796656375,1.6922835573366402,5,1,1,3,3,0.04501950275888184,1.2840187669086562,18.007801103552737,0.0,Moderación de influencers
241,8,8,384,0.04,0.5410428100978193,1.6922835573366402,6,1,1,3,3,0.04501950275888184,1.2840187669086562,18.859398451244004,1.0,Moderación de influencers
242,9,6,385,0.04,0.541103446818961,1.6922835573366402,5,1,0,1,1,0.047148496128110014,1.3513191346066795,4.709543190637097,-2.0,Moderación de influencers
243,9,6,385,0.0375,0.5411376459266874,1.6922835573366402,5,1,0,1,1,0.011773857976592743,0.30288712346418034,4.709543190637097,0.0,Moderación de influencers
244,9,6,385,0.0375,0.5411717943879272,1.6922835573366402,5,0,1,2,2,0.011773857976592743,0.30288712346418034,7.910982151795366,0.0,Moderación de influencers
245,10,5,385,0.0375,0.5412103861671131,1.6922835573366402,4,0,1,2,2,0.01977745537948841,0.5144157365346163,6.67536797108664,-1.0,Moderación de influencers
246,9,5,386,0.0375,0.5412402501694004,1.6922835573366402,4,0,1,2,2,0.0166884199277166,0.39098473392880284,6.67536797108664,0.0,Moderación de influencers
247,9,5,386,0.035,0.541270067750013,1.6922835573366402,4,0,1,2,2,0.0166884199277166,0.39098473392880284,6.67536797108664,0.0,Moderación de influencers
248,8,6,386,0.035,0.5412998390079083,1.6922835573366402,4,0,2,2,2,0.0166884199277166,0.39098473392880284,8.780587939219467,1.0,Moderación de influencers
249,10,4,386,0.035,0.5413532994853545,1.6922835573366402,3,0,1,2,2,0.021951469848048664,0.6170901515246481,5.941833521350951,-2.0,Moderación de influencers
0,343,16,41,0.9,0.25878843377834826,1.6922835573366402,8,7,1,2,2,0.016328980648349863,0.6862796428349307,20.1978372771147,,Intervención combinada
1,333,24,43,0.8975,0.2595761171824075,1.6922835573366402,11,10,3,7,7,0.05049459319278675,1.4698322904362722,43.6159550947632,8.0,Intervención combinada
2,330,27,43,0.8925,0.2611988778783989,1.6922835573366402,16,6,5,7,7,0.10903988773690802,1.9852708554504608,62.47881260548736,3.0,Intervención combinada
3,323,35,42,0.8925,0.2634517891909738,1.6922835573366402,19,12,4,9,9,0.15619703151371836,2.8797769280106382,58.27995373056669,8.0,Intervención combinada
4,319,38,43,0.895,0.2655472114291855,1.6922835573366402,22,11,5,13,13,0.14569988432641676,2.5406317890252117,98.22515520932167,3.0,Intervención combinada
5,308,48,44,0.8925,0.2689790800679863,1.6922835573366402,25,15,8,13,13,0.24556288802330412,4.9923278177398105,99.58423594024065,10.0,Intervención combinada
6,293,62,45,0.89,0.27239090879200134,1.6922835573366402,26,24,12,17,17,0.24896058985060157,4.0560267700568104,135.28331106044456,14.0,Intervención combinada
7,279,75,46,0.8875,0.2769439282607528,1.6922835573366402,32,29,14,15,15,0.3382082776511115,6.0686558445145335,167.65060716209732,13.0,Intervención combinada
8,266,86,48,0.885,0.2822509711435272,1.6922835573366402,39,31,16,17,17,0.41912651790524336,6.457563894840591,152.5537327530727,11.0,Intervención combinada
9,266,86,48,0.88,0.28692718729623556,1.6922835573366402,39,29,18,19,19,0.38138433188268167,5.546803143371132,176.44040606512021,0.0,Intervención combinada
10,263,88,49,0.88,0.2920263769253003,1.6922835573366402,43,28,17,21,21,0.44110101516280037,6.070518781649646,171.73108235962417,2.0,Intervención combinada
11,261,90,49,0.8775,0.29682668034362936,1.6922835573366402,42,26,22,18,18,0.4293277058990605,5.543814583363687,170.6422972449114,2.0,Intervención combinada
12,261,88,51,0.8775,0.30143203189305195,1.6922835573366402,37,29,22,19,19,0.42660574311227856,5.804165395790945,171.3017360189519,-2.0,Intervención combinada
13,252,95,53,0.8725,0.30581258420379887,1.6922835573366402,46,28,21,21,21,0.42825434004737983,5.565558683129533,186.45536347243726,7.0,Intervención combinada
14,254,92,54,0.8675,0.31036210898134164,1.6922835573366402,41,30,21,21,21,0.4661384086810931,6.112084275627789,178.82640391968687,-3.0,Intervención combinada
15,265,81,54,0.865,0.31454064563947043,1.6922835573366402,39,25,17,22,22,0.4470660097992172,5.702618993323075,156.78693696959496,-11.0,Intervención combinada
16,271,73,56,0.865,0.31817583209336076,1.6922835573366402,34,23,16,15,15,0.39196734242398734,5.592793166353407,147.22750235478588,-8.0,Intervención combinada
17,270,73,57,0.86,0.3214185489762311,1.6922835573366402,34,22,17,18,18,0.36806875588696464,4.950926441574516,154.44731242226297,0.0,Intervención combinada
18,265,76,59,0.8575,0.3246985292125266,1.6922835573366402,36,22,18,21,21,0.3861182810556574,5.616594552019553,156.13049248071485,3.0,Intervención combinada
19,264,77,59,0.8525,0.3279140704389285,1.6922835573366402,34,22,21,19,19,0.3903262312017872,5.300777455885169,157.76300202514642,1.0,Intervención combinada
20,251,89,60,0.8525,0.33108823914095015,1.6922835573366402,45,19,25,23,23,0.3944075050628659,5.271837681096815,182.9600628842851,12.0,Intervención combinada
21,259,80,61,0.85,0.33468624238186434,1.6922835573366402,41,20,19,18,18,0.45740015721071264,6.474600546479683,160.4720954982629,-9.0,Intervención combinada
22,267,71,62,0.8475,0.33772296673365815,1.6922835573366402,36,22,13,18,18,0.401180238745657,6.315629107433936,140.93090383070052,-9.0,Intervención combinada
23,260,77,63,0.845,0.34020558018772035,1.6922835573366402,39,24,14,20,20,0.35232725957675115,5.818431900882995,178.3953364776511,6.0,Intervención combinada
24,258,79,63,0.8425,0.3432570150542347,1.6922835573366402,39,24,16,22,22,0.4459883411941278,7.994266961739609,159.15967458265175,2.0,Intervención combinada
25,252,83,65,0.8425,0.34600327604257936,1.6922835573366402,45,22,16,21,21,0.39789918645662925,5.735247442118431,190.25158830149732,4.0,Intervención combinada
26,243,88,69,0.8375,0.349079281604669,1.6922835573366402,44,25,19,23,23,0.4756289707537431,7.373534381076175,194.06676052747832,5.0,Intervención combinada
27,238,91,71,0.8275,0.3521613161049062,1.6922835573366402,46,23,22,21,21,0.48516690131869583,7.435627922698508,214.0876013776964,3.0,Intervención combinada
28,232,96,72,0.8225,0.35542946745858467,1.6922835573366402,46,23,27,22,22,0.535219003444241,9.763576889133276,204.68809319871465,5.0,Intervención combinada
29,227,99,74,0.82,0.35860157451977764,1.6922835573366402,48,22,29,21,21,0.5117202329967867,8.121972911134547,225.59188515046242,3.0,Intervención combinada
30,230,94,76,0.815,0.3619933017953567,1.6922835573366402,46,23,25,23,23,0.563979712876156,8.07991906165084,210.24049590478765,-5.0,Intervención combinada
31,226,96,78,0.81,0.365036145775788,1.6922835573366402,43,26,27,24,24,0.5256012397619694,7.317617732566209,216.7710754808522,2.0,Intervención combinada
32,226,93,81,0.805,0.36802874749975617,1.6922835573366402,40,26,27,20,20,0.5419276887021307,7.966192989328044,197.67667388412895,-3.0,Intervención combinada
33,229,89,82,0.7975,0.37069797561625323,1.6922835573366402,37,26,26,18,18,0.4941916847103226,7.424870399673278,193.21560823393844,-4.0,Intervención combinada
34,228,89,83,0.795,0.37328534224793514,1.6922835573366402,38,24,27,20,20,0.48303902058484627,7.169065427374331,195.48395748231474,0.0,Intervención combinada
35,219,92,89,0.7925,0.37585926967638145,1.6922835573366402,40,25,27,19,19,0.4887098937057871,8.224611522405711,199.360913853692,3.0,Intervención combinada
36,217,91,92,0.7775,0.3785404784464623,1.6922835573366402,43,24,24,22,22,0.49840228463423025,7.325627272420189,197.6814505212671,-1.0,Intervención combinada
37,220,86,94,0.77,0.3810851070238212,1.6922835573366402,40,22,24,16,16,0.494203626303168,7.181694878629923,170.29090132820136,-5.0,Intervención combinada
38,223,82,95,0.765,0.3832825945631986,1.6922835573366402,41,22,19,21,21,0.42572725332050354,5.929176601722657,164.64055643409466,-4.0,Intervención combinada
39,214,87,99,0.7625,0.3852744191240196,1.6922835573366402,43,22,22,20,20,0.41160139108523663,5.411747462285956,183.58881442335587,5.0,Intervención combinada
40,211,86,103,0.7525,0.3874847566235111,1.6922835573366402,42,20,24,20,20,0.4589720360583898,6.34484923100185,191.47985620311,-1.0,Intervención combinada
41,209,87,104,0.7425,0.38974291151194956,1.6922835573366402,41,26,20,19,19,0.47869964050777514,5.9072771673871785,190.69050128447842,1.0,Intervención combinada
42,209,85,106,0.74,0.3919713468706492,1.6922835573366402,40,27,18,22,22,0.4767262532111961,6.3947750631845715,183.6752927197574,-2.0,Intervención combinada
43,211,82,107,0.735,0.3940692429632501,1.6922835573366402,40,26,16,21,21,0.4591882317993936,5.9622484526142205,173.17302022823208,-3.0,Intervención combinada
44,210,80,110,0.7325,0.39598922025679,1.6922835573366402,39,23,18,20,20,0.43293255057058033,6.093468353449322,175.0899127526728,-2.0,Intervención combinada
45,208,79,113,0.725,0.3979015432755614,1.6922835573366402,40,22,17,18,18,0.43772478188168207,6.619395097774639,150.65566068270115,-1.0,Intervención combinada
46,205,75,120,0.7175,0.39957566834007285,1.6922835573366402,40,20,15,15,15,0.37663915170675294,5.390773361256339,133.15489714048977,-4.0,Intervención combinada
47,205,69,126,0.7,0.4010344261504011,1.6922835573366402,33,24,12,18,18,0.33288724285122434,5.078668917980217,133.72429740052166,-6.0,Intervención combinada
48,204,69,127,0.685,0.4024149699733677,1.6922835573366402,34,21,14,13,13,0.3343107435013041,5.256556273354617,140.02850873300943,0.0,Intervención combinada
49,195,75,130,0.6825,0.4038471239909596,1.6922835573366402,34,27,14,17,17,0.3500712718325236,5.502818544406211,154.72769171589144,6.0,Intervención combinada
50,189,77,134,0.675,0.4054168630594252,1.6922835573366402,37,26,14,14,14,0.3868192292897287,5.855266774847635,155.81900733134978,2.0,Intervención combinada
51,184,78,138,0.665,0.4070486587267929,1.6922835573366402,41,22,15,20,20,0.3895475183283745,5.407985713711206,167.99786809510246,1.0,Intervención combinada
52,180,80,140,0.655,0.40884096060528646,1.6922835573366402,46,21,13,17,17,0.4199946702377561,5.657959475901376,165.3909211360962,2.0,Intervención combinada
53,175,85,140,0.65,0.4105872424875525,1.6922835573366402,44,27,14,18,18,0.4134773028402405,5.529498896534349,172.29431260332848,5.0,Intervención combinada
54,177,80,143,0.65,0.4123601038312215,1.6922835573366402,43,24,13,16,16,0.4307357815083212,5.862766331606377,157.27057161877883,-5.0,Intervención combinada
55,180,76,144,0.6425,0.414009146897602,1.6922835573366402,36,26,14,14,14,0.39317642904694694,5.3009095268115445,157.00268219526183,-4.0,Intervención combinada
56,184,70,146,0.64,0.4155886874920634,1.6922835573366402,35,21,14,15,15,0.39250670548815464,5.5855515026479345,146.73323612186834,-6.0,Intervención combinada
57,183,68,149,0.635,0.4170228447072266,1.6922835573366402,31,21,16,17,17,0.3668330903046708,5.458429856101989,137.1203827913381,-2.0,Intervención combinada
58,180,68,152,0.6275,0.41837118442406956,1.6922835573366402,33,23,12,16,16,0.34280095697834534,4.947149349920274,135.55180814824826,0.0,Intervención combinada
59,177,70,153,0.62,0.4196201526732284,1.6922835573366402,33,24,13,17,17,0.33887952037062063,5.10924393929607,141.89214011638074,2.0,Intervención combinada
60,178,65,157,0.6175,0.42094922331918805,1.6922835573366402,32,21,12,17,17,0.35473035029095185,5.503363532826474,135.10823788935164,-5.0,Intervención combinada
61,174,65,161,0.6075,0.42218358885893165,1.6922835573366402,32,20,13,17,17,0.3377705947233789,5.657841616759439,138.09653716649518,0.0,Intervención combinada
62,172,65,163,0.5975,0.4234547735439764,1.6922835573366402,32,21,12,15,15,0.345241342916238,6.1508581724055205,132.6202826438476,0.0,Intervención combinada
63,167,63,170,0.5925,0.42467521272118064,1.6922835573366402,32,18,13,15,15,0.33155070660961883,5.407478185828986,136.3354920810732,-2.0,Intervención combinada
64,165,63,172,0.575,0.42589209245400034,1.6922835573366402,28,22,13,16,16,0.340838730202683,5.3465380362738575,144.33557985474994,0.0,Intervención combinada
65,160,65,175,0.57,0.42719501943451216,1.6922835573366402,31,21,13,16,16,0.36083894963687485,5.942181428394045,144.80705180590792,2.0,Intervención combinada
66,158,63,179,0.5625,0.4284856722052639,1.6922835573366402,27,23,13,15,15,0.3620176295147698,6.034100535593168,141.46704076360135,-2.0,Intervención combinada
67,156,61,183,0.5525,0.42971583407971164,1.6922835573366402,28,22,11,14,14,0.35366760190900337,5.876718457456046,123.84519084224081,-2.0,Intervención combinada
68,152,62,186,0.5425,0.43084267465439313,1.6922835573366402,26,24,12,15,15,0.309612977105602,4.798679512984078,132.34347977804853,1.0,Intervención combinada
69,150,59,191,0.535,0.43200303156312303,1.6922835573366402,29,21,9,13,13,0.33085869944512125,5.293403852828934,123.97341941923625,-3.0,Intervención combinada
70,146,60,194,0.5225,0.43306641806696616,1.6922835573366402,26,22,12,14,14,0.3099335485480906,5.494477269068806,123.41863653435838,1.0,Intervención combinada
71,147,57,196,0.515,0.4341997686725293,1.6922835573366402,27,22,8,14,14,0.3085465913358959,5.055472931858886,120.83909640942856,-3.0,Intervención combinada
72,149,54,197,0.51,0.43531573443213434,1.6922835573366402,28,19,7,13,13,0.30209774102357145,4.326042680161801,110.32655579994965,-3.0,Intervención combinada
73,149,53,198,0.5075,0.4363242563846255,1.6922835573366402,24,19,10,13,13,0.2758163894998741,4.166554180985619,106.58051391743759,-1.0,Intervención combinada
74,148,50,202,0.505,0.43725433932588714,1.6922835573366402,23,18,9,12,12,0.2664512847935939,3.9357953976171416,104.40710332234575,-3.0,Intervención combinada
75,144,52,204,0.495,0.4381028312240909,1.6922835573366402,25,16,11,12,12,0.2610177583058643,4.075072301048156,115.38465057455464,2.0,Intervención combinada
76,137,51,212,0.49,0.4390569492868622,1.6922835573366402,26,19,6,12,12,0.2884616264363866,4.839283408267465,105.19549378503248,-1.0,Intervención combinada
77,143,42,215,0.47,0.439908133301855,1.6922835573366402,19,17,6,12,12,0.2629887344625812,4.451783662548836,100.37575937180632,-9.0,Intervención combinada
78,135,49,216,0.4625,0.44065059231360093,1.6922835573366402,23,19,7,13,13,0.25093939842951585,4.2433874585687335,115.57621145928634,7.0,Intervención combinada
79,134,45,221,0.46,0.44157447572664,1.6922835573366402,21,16,8,11,11,0.28894052864821584,4.722271424439973,107.90716600119278,-4.0,Intervención combinada
80,130,45,225,0.4475,0.44243741482067156,1.6922835573366402,22,17,6,12,12,0.2697679150029819,4.66702343260561,101.14707315960072,0.0,Intervención combinada
81,128,46,226,0.4375,0.443315206258399,1.6922835573366402,23,17,6,10,10,0.25286768289900186,3.950655366992576,92.94793459089826,1.0,Intervención combinada
82,118,52,230,0.435,0.44414973028408794,1.6922835573366402,25,19,8,11,11,0.23236983647724568,3.8369530198296116,109.71466177596216,6.0,Intervención combinada
83,117,49,234,0.425,0.4450977376344488,1.6922835573366402,22,20,7,11,11,0.2742866544399053,5.055309032981594,105.69266229624225,-3.0,Intervención combinada
84,113,50,237,0.415,0.4460143999296665,1.6922835573366402,22,22,6,9,9,0.2642316557406056,5.055309032981594,90.72743935781695,1.0,Intervención combinada
85,110,53,237,0.4075,0.44688965898135335,1.6922835573366402,26,20,7,10,10,0.22681859839454233,4.276583143179251,111.36553434068266,3.0,Intervención combinada
86,111,50,239,0.4075,0.4479731731353157,1.6922835573366402,27,17,6,11,11,0.2784138358517066,4.776551312983116,106.7991938364972,-3.0,Intervención combinada
87,112,44,244,0.4025,0.44896379102690503,1.6922835573366402,26,13,5,9,9,0.26699798459124297,4.747457195962078,92.87451769243272,-6.0,Intervención combinada
88,116,37,247,0.39,0.44978254849394306,1.6922835573366402,23,8,6,9,9,0.23218629423108184,4.5470357243951245,85.63387613412434,-7.0,Intervención combinada
89,118,34,248,0.3825,0.4504882131531761,1.6922835573366402,20,9,5,10,10,0.21408469033531083,3.6323673069897082,81.5936857689236,-3.0,Intervención combinada
90,114,36,250,0.38,0.45114242865417237,1.6922835573366402,19,11,6,10,10,0.20398421442230905,3.993842692482801,80.69613738791645,2.0,Intervención combinada
91,114,35,251,0.375,0.4518035815692096,1.6922835573366402,20,10,5,9,9,0.20174034346979117,4.214057675060282,82.67207718452305,-1.0,Intervención combinada
92,112,35,253,0.3725,0.45248078836559863,1.6922835573366402,20,11,4,8,8,0.2066801929613077,5.033699286392056,75.4438218619074,0.0,Intervención combinada
93,110,35,255,0.3675,0.4531110633648971,1.6922835573366402,19,12,4,10,10,0.18860955465476859,3.7400655986246636,77.84880701480131,0.0,Intervención combinada
94,107,36,257,0.3625,0.45373185784923586,1.6922835573366402,17,16,3,8,8,0.1946220175370033,3.7400655986246636,58.185303035057935,1.0,Intervención combinada
95,104,37,259,0.3575,0.4542593895308357,1.6922835573366402,19,15,3,9,9,0.14546325758764486,3.1639675164258545,67.07619098864271,1.0,Intervención combinada
96,108,32,260,0.3525,0.45481871240286936,1.6922835573366402,15,14,3,10,10,0.16769047747160676,4.280251795623934,71.80951779590991,-5.0,Intervención combinada
97,99,38,263,0.35,0.45535513629752045,1.6922835573366402,19,13,6,9,9,0.1795237944897748,3.897760179272446,77.202505812053,6.0,Intervención combinada
98,104,32,264,0.3425,0.4559498289292206,1.6922835573366402,19,8,5,6,6,0.1930062645301326,3.2474504631315346,56.380733387136786,-6.0,Intervención combinada
99,107,26,267,0.34,0.4564519463704066,1.6922835573366402,15,6,5,5,5,0.14095183346784196,2.341281270656536,42.949083771140344,-6.0,Intervención combinada
100,103,26,271,0.3325,0.4568087250775713,1.6922835573366402,14,6,6,5,5,0.10737270942785086,1.9733081343137056,42.563257041300695,0.0,Intervención combinada
101,97,29,274,0.3225,0.4571608124087244,1.6922835573366402,15,7,7,6,6,0.10640814260325175,1.9733081343137056,50.98923586261369,3.0,Intervención combinada
102,95,30,275,0.315,0.4575946737909936,1.6922835573366402,16,8,6,5,5,0.12747308965653426,2.1827825715428903,40.466259558842296,1.0,Intervención combinada
103,92,32,276,0.3125,0.45800086212044167,1.6922835573366402,19,7,6,4,4,0.10116564889710573,2.0605621059744634,45.30995108704804,2.0,Intervención combinada
104,90,33,277,0.31,0.4584894677947233,1.6922835573366402,20,5,8,5,5,0.1132748777176201,1.9505392180809162,62.816136104734596,1.0,Intervención combinada
105,91,30,279,0.3075,0.45908869993101525,1.6922835573366402,17,4,9,6,6,0.1570403402618365,2.2593334665750415,71.21385324795493,-3.0,Intervención combinada
106,88,31,281,0.3025,0.45969630084236374,1.6922835573366402,16,5,10,6,6,0.17803463311988732,2.8613129223327465,68.61086102482709,1.0,Intervención combinada
107,90,25,285,0.2975,0.4602809278144679,1.6922835573366402,13,5,7,5,5,0.17152715256206774,2.965146333866752,54.471560379642106,-6.0,Intervención combinada
108,90,23,287,0.2875,0.4607041465363075,1.6922835573366402,11,3,9,4,4,0.13617890094910529,2.817089709896413,56.73806212627543,-2.0,Intervención combinada
109,90,20,290,0.2825,0.46115059820899973,1.6922835573366402,8,3,9,3,3,0.1418451553156886,2.6624622955994304,50.87753521705781,-3.0,Intervención combinada
110,85,22,293,0.275,0.46152483667366523,1.6922835573366402,7,4,11,4,4,0.12719383804264453,2.5208548657040244,47.981351556719986,2.0,Intervención combinada
111,81,20,299,0.2675,0.46192822632457653,1.6922835573366402,8,4,8,4,4,0.11995337889179995,2.410509342491454,44.44066436814401,-2.0,Intervención combinada
112,77,19,304,0.2525,0.4622979158201224,1.6922835573366402,9,3,7,3,3,0.11110166092036003,2.143949775217294,37.74647416721419,-1.0,Intervención combinada
113,74,20,306,0.24,0.4626820619193937,1.6922835573366402,10,3,7,3,3,0.09436618541803549,2.1664254419921667,40.1608297668667,1.0,Intervención combinada
114,70,20,310,0.235,0.46307260996956506,1.6922835573366402,9,4,7,2,2,0.10040207441716677,2.0184843093030564,33.658997437595154,0.0,Intervención combinada
115,66,21,313,0.225,0.46340812219611377,1.6922835573366402,10,3,8,4,4,0.08414749359398789,1.9202276844354969,42.29104669582765,1.0,Intervención combinada
116,63,23,314,0.2175,0.4637628838086638,1.6922835573366402,12,4,7,5,5,0.10572761673956915,1.923343250100921,43.898663824644984,2.0,Intervención combinada
117,63,23,314,0.215,0.4641144437829132,1.6922835573366402,12,3,8,5,5,0.10974665956161248,2.090674034348713,47.483959948323445,0.0,Intervención combinada
118,63,23,314,0.215,0.46452138862144254,1.6922835573366402,13,3,7,5,5,0.11870989987080861,2.17968773867707,47.006576310740776,0.0,Intervención combinada
119,63,23,314,0.215,0.46493966393300146,1.6922835573366402,15,2,6,5,5,0.11751644077685196,2.17968773867707,44.54875414514657,0.0,Intervención combinada
120,61,24,315,0.215,0.4653223233908133,1.6922835573366402,15,4,5,4,4,0.11137188536286644,2.315488156496448,42.17851286586021,1.0,Intervención combinada
121,61,22,317,0.2125,0.4656900853152854,1.6922835573366402,12,5,5,4,4,0.10544628216465055,1.9022109638568074,38.01516887237314,-2.0,Intervención combinada
122,61,22,317,0.2075,0.4660134936665517,1.6922835573366402,13,4,5,3,3,0.09503792218093285,1.9382088929924086,49.69403349542338,0.0,Intervención combinada
123,60,22,318,0.2075,0.46643059546140464,1.6922835573366402,12,5,5,3,3,0.12423508373855846,2.685264978873933,51.49252443345509,0.0,Intervención combinada
124,62,17,321,0.205,0.46683709917563826,1.6922835573366402,8,4,5,3,3,0.12873131108363775,2.685264978873933,38.94164645871836,-5.0,Intervención combinada
125,61,15,324,0.1975,0.4671196172784306,1.6922835573366402,5,3,7,3,3,0.09735411614679591,2.3828279977307325,32.55636949400558,-2.0,Intervención combinada
126,62,12,326,0.19,0.4673739654542943,1.6922835573366402,4,3,5,2,2,0.08139092373501394,1.6604565064976955,23.386996851126238,-3.0,Intervención combinada
127,61,12,327,0.185,0.4675480751892425,1.6922835573366402,3,3,6,2,2,0.058467492127815594,1.2047606168187734,23.759429821590658,0.0,Intervención combinada
128,60,12,328,0.1825,0.46774108115540514,1.6922835573366402,4,3,5,2,2,0.05939857455397665,1.4019592636718263,23.11859823020047,0.0,Intervención combinada
129,60,12,328,0.18,0.4679245182006301,1.6922835573366402,4,3,5,2,2,0.05779649557550117,1.4019592636718263,24.052127351277953,0.0,Intervención combinada
130,59,11,330,0.18,0.46810873611492043,1.6922835573366402,4,3,4,1,1,0.060130318378194894,1.5651029643676928,10.95064227124181,-1.0,Intervención combinada
131,58,12,330,0.175,0.4682395186828201,1.6922835573366402,5,3,4,1,1,0.027376605678104526,0.9201899299039914,12.146844414004546,1.0,Intervención combinada
132,53,15,332,0.175,0.4683852836470379,1.6922835573366402,6,4,5,2,2,0.030367111035011364,0.9201899299039914,25.35425117576655,3.0,Intervención combinada
