t,S,D,N,viralidad,avg_susceptibilidad,avg_actividad,D_credulos,D_escepticos,D_verificadores,D_super_propagadores,D_hubs,exposicion_media_desinfo,exposicion_max_desinfo,actividad_total_desinfo,tasa_cambio_D,topologia
208,12,10,378,0.055,0.49985170617104885,1.9901689638223687,5,2,3,3,3,0.057864534907560244,1.142317220905045,23.202392858574047,0.0,Scale-free
209,11,10,379,0.055,0.49990983770687764,1.9901689638223687,5,2,3,3,3,0.05800598214643511,1.142317220905045,23.202392858574047,0.0,Scale-free
210,11,10,379,0.0525,0.4999677930702753,1.9901689638223687,5,2,3,3,3,0.05800598214643511,1.142317220905045,23.202392858574047,0.0,Scale-free
211,13,8,379,0.0525,0.5000255729506223,1.9901689638223687,4,2,2,3,3,0.05800598214643511,1.142317220905045,19.628699197771418,-2.0,Scale-free
212,12,9,379,0.0525,0.5000747641830915,1.9901689638223687,5,2,2,3,3,0.04907174799442855,0.8206078304190261,21.651373808028662,1.0,Scale-free
213,11,10,379,0.0525,0.5001380270143173,1.9901689638223687,6,2,2,3,3,0.05412843452007166,0.960293794168986,23.093453549439797,1.0,Scale-free
214,11,8,381,0.0525,0.5002034001937973,1.9901689638223687,5,2,1,3,3,0.05773363387359949,0.960293794168986,20.620881353949684,-2.0,Scale-free
215,9,10,381,0.0475,0.5002582830722839,1.9901689638223687,6,3,1,3,3,0.05155220338487422,0.960293794168986,21.32425280228227,2.0,Scale-free
216,8,10,382,0.0475,0.5003152965107694,1.9901689638223687,5,4,1,2,2,0.053310632005705676,0.960293794168986,15.690357061193781,0.0,Scale-free
217,9,9,382,0.045,0.5003594705566077,1.9901689638223687,5,4,0,2,2,0.039225892652984456,0.7171205800221724,13.726711840083611,-1.0,Scale-free
218,6,12,382,0.045,0.5003930450217341,1.9901689638223687,5,5,2,2,2,0.03431677960020903,0.7171205800221724,18.951620210160993,3.0,Scale-free
219,7,11,382,0.045,0.5004496107048818,1.9901689638223687,5,4,2,2,2,0.04737905052540247,0.7171205800221724,18.536230782813856,-1.0,Scale-free
220,9,8,383,0.045,0.5005050428450047,1.9901689638223687,2,3,3,2,2,0.046340576957034633,0.7171205800221724,15.743232309539993,-3.0,Scale-free
221,9,8,383,0.0425,0.5005387576253334,1.9901689638223687,2,3,3,2,2,0.03935808077384999,0.7128553380260215,15.743232309539993,0.0,Scale-free
222,9,8,383,0.0425,0.5005723834901329,1.9901689638223687,2,3,3,2,2,0.03935808077384999,0.7128553380260215,15.743232309539993,0.0,Scale-free
223,9,8,383,0.0425,0.5006059207652517,1.9901689638223687,2,3,3,2,2,0.03935808077384999,0.7128553380260215,15.743232309539993,0.0,Scale-free
224,10,7,383,0.0425,0.5006393697751348,1.9901689638223687,1,3,3,2,2,0.03935808077384999,0.7128553380260215,16.314461666689635,-1.0,Scale-free
225,11,6,383,0.0425,0.5006847290202,1.9901689638223687,1,2,3,2,2,0.0407861541667241,0.9721399168922374,15.291819686961308,-1.0,Scale-free
226,11,6,383,0.0425,0.500729070299727,1.9901689638223687,1,2,3,2,2,0.03822954921740328,0.9721399168922374,15.291819686961308,0.0,Scale-free
227,11,6,383,0.0425,0.5007732539266518,1.9901689638223687,1,2,3,2,2,0.03822954921740328,0.9721399168922374,15.291819686961308,0.0,Scale-free
228,9,7,384,0.0425,0.5008172806466841,1.9901689638223687,2,2,3,2,2,0.03822954921740328,0.9721399168922374,15.579801707946757,1.0,Scale-free
229,9,7,384,0.04,0.5008624281519981,1.9901689638223687,2,2,3,2,2,0.0389495042698669,0.9721399168922374,16.733899428372442,0.0,Scale-free
230,8,8,384,0.04,0.5009083840215118,1.9901689638223687,2,2,4,2,2,0.04183474857093111,0.9721399168922374,18.438449266090185,1.0,Scale-free
231,8,8,384,0.04,0.5009547661886724,1.9901689638223687,2,2,4,2,2,0.04609612316522547,0.9721399168922374,18.438449266090185,0.0,Scale-free
232,9,7,384,0.04,0.5010009885450131,1.9901689638223687,2,2,3,2,2,0.04609612316522547,0.9721399168922374,16.733899428372442,-1.0,Scale-free
233,8,8,384,0.04,0.5010464686911067,1.9901689638223687,3,2,3,2,2,0.04183474857093111,0.9721399168922374,16.295734808565346,1.0,Scale-free
234,9,7,384,0.04,0.501084658597672,1.9901689638223687,3,2,2,2,2,0.04073933702141337,0.9721399168922374,12.577875872286825,-1.0,Scale-free
235,9,7,384,0.04,0.5011086514732227,1.9901689638223687,3,2,2,2,2,0.031444689680717064,0.7149280977647061,12.577875872286825,0.0,Scale-free
236,9,7,384,0.04,0.5011325938359619,1.9901689638223687,3,2,2,2,2,0.031444689680717064,0.7149280977647061,12.577875872286825,0.0,Scale-free
237,9,7,384,0.04,0.5011564858402445,1.9901689638223687,3,2,2,2,2,0.031444689680717064,0.7149280977647061,12.577875872286825,0.0,Scale-free
238,9,7,384,0.04,0.501180327639866,1.9901689638223687,3,2,2,2,2,0.031444689680717064,0.7149280977647061,12.577875872286825,0.0,Scale-free
239,9,7,384,0.04,0.501204119388064,1.9901689638223687,3,2,2,2,2,0.031444689680717064,0.7149280977647061,12.577875872286825,0.0,Scale-free
240,8,8,384,0.04,0.5012278612375209,1.9901689638223687,3,2,3,2,2,0.031444689680717064,0.7149280977647061,16.295734808565346,1.0,Scale-free
241,8,8,384,0.04,0.5012656251164997,1.9901689638223687,3,2,3,2,2,0.04073933702141337,0.9721399168922374,16.295734808565346,0.0,Scale-free
242,9,7,384,0.04,0.5013032663629208,1.9901689638223687,3,2,2,2,2,0.04073933702141337,0.9721399168922374,14.837291274853229,-1.0,Scale-free
243,9,7,384,0.04,0.5013406787913172,1.9901689638223687,3,2,2,2,2,0.03709322818713308,0.9721399168922374,14.837291274853229,0.0,Scale-free
244,8,7,385,0.04,0.5013779698792799,1.9901689638223687,3,2,2,2,2,0.03709322818713308,0.9721399168922374,14.837291274853229,0.0,Scale-free
245,6,9,385,0.0375,0.5014151401904544,1.9901689638223687,4,2,3,2,2,0.03709322818713308,0.9721399168922374,18.965185853243298,2.0,Scale-free
246,6,9,385,0.0375,0.501472419722778,1.9901689638223687,4,2,3,2,2,0.04741296463310825,1.113145907028536,18.965185853243298,0.0,Scale-free
247,6,8,386,0.0375,0.501529493878257,1.9901689638223687,4,1,3,1,1,0.04741296463310825,1.113145907028536,16.946545853746898,-1.0,Scale-free
248,5,8,387,0.035,0.5015819584266352,1.9901689638223687,4,1,3,1,1,0.04236636463436724,1.0321450641931416,16.946545853746898,0.0,Scale-free
249,5,8,387,0.0325,0.5016342240102464,1.9901689638223687,3,1,4,1,1,0.04236636463436724,1.0321450641931416,16.38231477720177,0.0,Scale-free
0,338,21,41,0.9,0.25878843377834826,1.6922835573366402,14,6,1,3,3,0.016328980648349863,0.6862796428349307,34.78998632103876,,Híbrido
1,320,39,41,0.8975,0.2601204438947298,1.6922835573366402,20,13,6,8,8,0.08697496580259688,2.098745383833068,77.55305780127706,18.0,Híbrido
2,299,57,44,0.8975,0.26297035110959555,1.6922835573366402,29,20,8,16,16,0.19388264450319273,3.604552965675194,124.24714647380372,18.0,Híbrido
3,283,75,42,0.89,0.2674755900167639,1.6922835573366402,36,24,15,22,22,0.3106178661845094,5.731353398859565,147.23780587190203,18.0,Híbrido
4,270,85,45,0.895,0.27259874355697883,1.6922835573366402,39,32,14,18,18,0.36809451467975507,5.626227924033376,187.2452723777709,10.0,Híbrido
5,256,98,46,0.8875,0.27891850005969265,1.6922835573366402,42,38,18,22,22,0.4681131809444273,7.144005571266669,200.66223511849256,13.0,Híbrido
6,249,104,47,0.885,0.2852899494916556,1.6922835573366402,45,40,19,15,15,0.5016555877962315,7.606684256615635,202.29752241446465,6.0,Híbrido
7,235,115,50,0.8825,0.2913629263615281,1.6922835573366402,46,44,25,24,24,0.5057438060361616,8.086813630385938,243.90313114136205,11.0,Híbrido
8,232,118,50,0.875,0.2983061844609449,1.6922835573366402,52,41,25,23,23,0.6097578278534053,8.531006138368781,234.09222184709247,3.0,Híbrido
9,234,115,51,0.875,0.3046049211747096,1.6922835573366402,45,44,26,18,18,0.5852305546177313,8.062377027786974,214.01800174747018,-3.0,Híbrido
10,229,119,52,0.8725,0.31000671539627755,1.6922835573366402,53,47,19,21,21,0.5350450043686756,7.117629264265837,215.43861766252024,4.0,Híbrido
11,218,129,53,0.87,0.3152518151037459,1.6922835573366402,59,44,26,17,17,0.5385965441563008,8.173997583879816,228.10330362969023,10.0,Híbrido
12,214,132,54,0.8675,0.3205202428455698,1.6922835573366402,60,48,24,20,20,0.5702582590742258,7.416528890627935,249.62011113223173,3.0,Híbrido
13,211,131,58,0.865,0.325994522240001,1.6922835573366402,56,54,21,23,23,0.6240502778305796,7.909705150238391,251.71294562696318,-1.0,Híbrido
14,196,145,59,0.855,0.33120864978109443,1.6922835573366402,59,56,30,25,25,0.6292823640674081,8.780324769398412,276.4735102185565,14.0,Híbrido
15,194,146,60,0.8525,0.336721045596176,1.6922835573366402,61,55,30,25,25,0.6911837755463912,9.170088423354033,279.1769512124775,1.0,Híbrido
16,189,150,61,0.85,0.34197787358051346,1.6922835573366402,61,53,36,23,23,0.6979423780311942,9.680145001660874,273.3473353229348,4.0,Híbrido
17,176,161,63,0.8475,0.3470197312263862,1.6922835573366402,70,55,36,22,22,0.683368338307337,9.517159940958223,299.18982326724165,11.0,Híbrido
18,169,165,66,0.8425,0.3523133322105639,1.6922835573366402,70,58,37,23,23,0.7479745581681041,10.450570731582756,309.56993556556114,4.0,Híbrido
19,171,162,67,0.835,0.35760758560136535,1.6922835573366402,68,58,36,24,24,0.7739248389139032,10.123277545645589,310.2106663121434,-3.0,Híbrido
20,167,166,67,0.8325,0.3626180764243583,1.6922835573366402,68,60,38,27,27,0.7755266657803588,9.65209371109197,318.36110637315795,4.0,Híbrido
21,167,165,68,0.8325,0.36755661607652695,1.6922835573366402,65,61,39,25,25,0.795902765932895,9.76056315317883,316.4294048317821,-1.0,Híbrido
22,162,169,69,0.83,0.37230631476577586,1.6922835573366402,70,60,39,25,25,0.7910735120794553,9.672398915056373,309.20075498816726,4.0,Híbrido
23,166,165,69,0.8275,0.3768415864941614,1.6922835573366402,71,56,38,23,23,0.7730018874704185,10.376443445697387,303.5891945498646,-4.0,Híbrido
24,167,163,70,0.8275,0.3811136958062646,1.6922835573366402,69,57,37,20,20,0.7589729863746618,11.084119391964146,291.7875643839514,-2.0,Híbrido
25,163,167,70,0.825,0.38514970014319827,1.6922835573366402,65,65,37,26,26,0.7294689109598786,10.176469504656248,313.57780965652455,4.0,Híbrido
26,164,165,71,0.825,0.3894523383277012,1.6922835573366402,67,60,38,25,25,0.7839445241413117,10.571286976881744,303.7971925777055,-2.0,Híbrido
27,164,162,74,0.8225,0.39344472264331204,1.6922835573366402,74,52,36,27,27,0.7594929814442639,8.764225460005555,292.2946563819187,-3.0,Híbrido
28,168,156,76,0.815,0.3972600967734934,1.6922835573366402,74,49,33,24,24,0.730736640954797,9.728132644949985,291.78944413943947,-6.0,Híbrido
29,159,161,80,0.81,0.40084770216414856,1.6922835573366402,72,54,35,23,23,0.7294736103485989,9.979937648265414,315.71731536474863,5.0,Híbrido
30,155,162,83,0.8,0.40473456390629164,1.6922835573366402,69,59,34,24,24,0.789293288411872,9.992339075604178,315.04643952864825,1.0,Híbrido
31,152,165,83,0.7925,0.40852191181959996,1.6922835573366402,69,63,33,23,23,0.7876160988216208,9.642823049337682,315.3343449054435,3.0,Híbrido
32,153,160,87,0.7925,0.4122463271496777,1.6922835573366402,64,59,37,23,23,0.7883358622636087,9.827702105469708,309.26628874226606,-5.0,Híbrido
33,147,165,88,0.7825,0.41591377900912013,1.6922835573366402,69,61,35,24,24,0.7731657218556649,10.513430150835767,322.8350598352859,5.0,Híbrido
34,150,162,88,0.78,0.4196712054139363,1.6922835573366402,69,62,31,23,23,0.8070876495882152,10.389094353238363,294.88917243470814,-3.0,Híbrido
35,156,153,91,0.78,0.4230893323793202,1.6922835573366402,69,54,30,23,23,0.7372229310867704,10.481885424283771,297.21479545497783,-9.0,Híbrido
36,147,158,95,0.7725,0.42641076348407014,1.6922835573366402,65,58,35,25,25,0.7430369886374447,11.337377424456555,318.915636738852,5.0,Híbrido
37,143,161,96,0.7625,0.42995228950517833,1.6922835573366402,68,56,37,26,26,0.7972890918471305,11.781212593303563,324.1807864152803,3.0,Híbrido
38,142,160,98,0.76,0.43352830023985445,1.6922835573366402,70,53,37,20,20,0.810451966038201,12.36358387154648,302.81834960220294,-1.0,Híbrido
39,136,165,99,0.755,0.43691524336562393,1.6922835573366402,69,60,36,24,24,0.7570458740055075,11.320259269008071,304.7278383393226,5.0,Híbrido
40,141,159,100,0.7525,0.4402738103568781,1.6922835573366402,73,52,34,24,24,0.7618195958483066,12.125563999512334,299.3104189586035,-6.0,Híbrido
41,146,153,101,0.75,0.44343815912927326,1.6922835573366402,70,50,33,23,23,0.7482760473965092,12.000223877467254,284.01569415078774,-6.0,Híbrido
42,144,154,102,0.7475,0.44640274860787327,1.6922835573366402,64,53,37,24,24,0.7100392353769694,11.678173318696626,280.5875739462181,1.0,Híbrido
43,155,143,102,0.745,0.4493715050257652,1.6922835573366402,62,47,34,22,22,0.7014689348655455,10.140187865036395,276.58121129694575,-11.0,Híbrido
44,135,161,104,0.745,0.4521203893168223,1.6922835573366402,73,50,38,24,24,0.6914530282423645,10.204741710158212,308.0385937531406,18.0,Híbrido
45,138,156,106,0.74,0.45523119752398844,1.6922835573366402,66,50,40,22,22,0.7700964843828518,10.307871150951348,292.8869112799577,-5.0,Híbrido
46,142,148,110,0.735,0.45812236848992155,1.6922835573366402,64,49,35,24,24,0.7322172781998944,9.230613026505974,300.42270702000076,-8.0,Híbrido
47,135,155,110,0.725,0.46108079128885693,1.6922835573366402,69,52,34,23,23,0.751056767550002,10.77790745785639,291.4385877465138,7.0,Híbrido
48,131,154,115,0.725,0.4639982015834289,1.6922835573366402,66,52,36,18,18,0.7285964693662845,9.514075480001507,286.7777227264334,-1.0,Híbrido
49,119,165,116,0.7125,0.46689557086703487,1.6922835573366402,61,61,43,22,22,0.7169443068160837,9.895405785271734,327.2362924878666,11.0,Híbrido
50,114,164,122,0.71,0.4701254678834647,1.6922835573366402,66,62,36,23,23,0.818090731219667,13.432777617568751,309.4623323447627,-1.0,Híbrido
51,120,155,125,0.695,0.47316124910044394,1.6922835573366402,67,55,33,23,23,0.7736558308619071,13.283380572864147,301.3948450649463,-9.0,Híbrido
52,119,154,127,0.6875,0.47602276964960083,1.6922835573366402,67,51,36,22,22,0.7534871126623657,11.391761836630996,302.24375863408324,-1.0,Híbrido
53,124,148,128,0.6825,0.47882879681872,1.6922835573366402,58,53,37,24,24,0.755609396585208,11.990099304759363,312.01619509632513,-6.0,Híbrido
54,124,147,129,0.68,0.4816942757114109,1.6922835573366402,55,51,41,20,20,0.7800404877408128,12.687442265559259,296.53385499180195,-1.0,Híbrido
55,130,138,132,0.6775,0.4844145628887169,1.6922835573366402,52,48,38,21,21,0.7413346374795047,11.350032708940923,287.0052679243539,-9.0,Híbrido
56,120,147,133,0.67,0.4869471408921784,1.6922835573366402,56,52,39,22,22,0.7175131698108846,10.961870639396407,292.08788444353314,9.0,Híbrido
57,122,144,134,0.6675,0.4894857525988217,1.6922835573366402,57,54,33,23,23,0.7302197111088327,11.458145659836374,287.3968490715575,-3.0,Híbrido
58,124,140,136,0.665,0.49194330620661314,1.6922835573366402,57,49,34,23,23,0.7184921226788936,12.344712874204903,283.25754236101056,-4.0,Híbrido
59,122,141,137,0.66,0.4943629164888229,1.6922835573366402,55,51,35,21,21,0.7081438559025264,12.262839241328585,273.3413530502635,1.0,Híbrido
60,119,142,139,0.6575,0.49671649962950487,1.6922835573366402,56,54,32,23,23,0.6833533826256586,10.45770342742759,284.2078776921031,1.0,Híbrido
61,125,133,142,0.6525,0.49907851168412903,1.6922835573366402,48,49,36,20,20,0.7105196942302576,9.855211719488791,257.9499538359306,-9.0,Híbrido
62,129,129,142,0.645,0.5013110909103345,1.6922835573366402,53,47,29,21,21,0.6448748845898268,8.607240569695785,246.72145697971627,-4.0,Híbrido
63,118,139,143,0.645,0.5034051457653707,1.6922835573366402,54,52,33,21,21,0.6168036424492908,8.041279993073863,250.0975505402381,10.0,Híbrido
64,114,140,146,0.6425,0.5055967213003465,1.6922835573366402,53,52,35,21,21,0.6252438763505954,8.58414131969344,258.8424911631164,1.0,Híbrido
65,117,137,146,0.635,0.5078262306997015,1.6922835573366402,57,50,30,22,22,0.6471062279077913,9.41069916436288,258.8258322443858,-3.0,Híbrido
66,114,138,148,0.635,0.5100277394024845,1.6922835573366402,58,53,27,19,19,0.6470645806109648,9.093254589388563,254.30824641839178,1.0,Híbrido
67,105,142,153,0.63,0.512237961577244,1.6922835573366402,56,56,30,20,20,0.6357706160459797,7.374777167654295,253.11690582018167,4.0,Híbrido
68,113,133,154,0.6175,0.5144235745301481,1.6922835573366402,54,49,30,17,17,0.6327922645504543,8.798310658084919,234.06004496839984,-9.0,Híbrido
69,108,135,157,0.615,0.5164570173629152,1.6922835573366402,55,48,32,21,21,0.5851501124209999,7.938284822617795,250.14758094566332,2.0,Híbrido
70,106,136,158,0.6075,0.5185371389535101,1.6922835573366402,56,47,33,20,20,0.6253689523641586,8.83182622075884,254.20249185116432,1.0,Híbrido
71,105,134,161,0.605,0.5206485971229796,1.6922835573366402,57,46,31,20,20,0.6355062296279109,9.025983826458967,248.50316030805067,-2.0,Híbrido
72,105,133,162,0.5975,0.5227096972988828,1.6922835573366402,57,43,33,19,19,0.6212579007701268,9.027818317991292,245.6170412387438,-1.0,Híbrido
73,104,129,167,0.595,0.5247401144782188,1.6922835573366402,60,38,31,20,20,0.6140426030968598,9.02944964276677,240.26204173934343,-4.0,Híbrido
74,108,125,167,0.5825,0.5267262688295412,1.6922835573366402,60,36,29,19,19,0.6006551043483587,8.8611123117055,228.93771835802937,-4.0,Híbrido
75,107,123,170,0.5825,0.5286016831290461,1.6922835573366402,58,38,27,18,18,0.5723442958950737,8.380002817534137,211.74651366395932,-2.0,Híbrido
76,104,120,176,0.575,0.5303064805786813,1.6922835573366402,57,37,26,17,17,0.5293662841598984,7.127282593537238,215.44258608327044,-3.0,Híbrido
77,98,123,179,0.56,0.5320284002516515,1.6922835573366402,58,39,26,19,19,0.5386064652081763,8.192111662135567,216.73553765618882,3.0,Híbrido
78,104,114,182,0.5525,0.5337565769440549,1.6922835573366402,57,34,23,15,15,0.5418388441404723,7.191362487620541,195.4893932718027,-9.0,Híbrido
79,104,110,186,0.545,0.5353191260565557,1.6922835573366402,52,33,25,16,16,0.488723483179507,6.028858109630489,191.06621971723547,-4.0,Híbrido
80,100,112,188,0.535,0.5368618298998875,1.6922835573366402,51,34,27,15,15,0.4776655492930887,5.842127448581884,186.6358262987604,2.0,Híbrido
81,87,123,190,0.53,0.5384009836852587,1.6922835573366402,53,39,31,18,18,0.4665895657469011,5.981418259100544,220.7610496421617,11.0,Híbrido
82,93,115,192,0.525,0.5401252132940688,1.6922835573366402,48,35,32,16,16,0.5519026241054044,6.8675768755803475,215.20110311170725,-8.0,Híbrido
83,99,108,193,0.52,0.5417699410398216,1.6922835573366402,41,36,31,18,18,0.5380027577792681,6.762177941980106,208.20295627975685,-7.0,Híbrido
84,101,104,195,0.5175,0.5433258523079055,1.6922835573366402,42,36,26,16,16,0.5205073906993922,6.403190903951242,190.69842328508258,-4.0,Híbrido
85,99,102,199,0.5125,0.5447981620980942,1.6922835573366402,43,32,27,17,17,0.4767460582127066,5.679762411845471,193.60851271435888,-2.0,Híbrido
86,97,101,202,0.5025,0.546236066704656,1.6922835573366402,45,30,26,15,15,0.48402128178589726,6.353836435573506,186.12034093835442,-1.0,Híbrido
87,88,103,209,0.495,0.5476316997952295,1.6922835573366402,47,32,24,16,16,0.46530085234588614,6.930051115776349,200.45830846717018,2.0,Híbrido
88,88,95,217,0.4775,0.5490895777868813,1.6922835573366402,42,30,23,15,15,0.5011457711679256,7.914468359930084,186.6057057549969,-8.0,Híbrido
89,87,94,219,0.4575,0.5504257740777424,1.6922835573366402,41,31,22,14,14,0.4665142643874924,7.529079131475148,163.93722826591693,-1.0,Híbrido
90,87,90,223,0.4525,0.5516967648919553,1.6922835573366402,40,30,20,15,15,0.4098430706647923,6.375397199699567,174.1501050363837,-4.0,Híbrido
91,85,91,224,0.4425,0.5529422963815998,1.6922835573366402,40,31,20,14,14,0.4353752625909593,6.393139404285483,178.729628000812,1.0,Híbrido
92,87,87,226,0.44,0.5541975916080517,1.6922835573366402,36,30,21,14,14,0.44682407000203006,6.810787384339261,168.68753274741692,-4.0,Híbrido
93,87,83,230,0.435,0.5554026817501166,1.6922835573366402,36,25,22,16,16,0.42171883186854237,6.961406600704285,177.8796336773475,-4.0,Híbrido
94,86,82,232,0.425,0.5566276277702576,1.6922835573366402,36,25,21,15,15,0.44469908419336873,8.043026223873868,174.00730592073137,-1.0,Híbrido
95,81,84,235,0.42,0.5578364547143033,1.6922835573366402,38,24,22,16,16,0.4350182648018284,7.746976237184553,185.490962192938,2.0,Híbrido
96,83,79,238,0.4125,0.5591356827217453,1.6922835573366402,34,22,23,16,16,0.46372740548234503,8.4623292501163,174.47025305005013,-5.0,Híbrido
97,78,81,241,0.405,0.5603409353749814,1.6922835573366402,35,23,23,16,16,0.4361756326251253,7.486334684420428,173.6197987288562,2.0,Híbrido
98,78,80,242,0.3975,0.5615345626325559,1.6922835573366402,34,24,22,15,15,0.43404949682214067,7.595787219537824,171.4456110156445,-1.0,Híbrido
99,73,83,244,0.395,0.5626825415281982,1.6922835573366402,38,26,19,16,16,0.42861402753911143,7.851883621271867,179.45270995753168,3.0,Híbrido
100,72,81,247,0.39,0.5639047606275728,1.6922835573366402,35,24,22,15,15,0.4486317748938293,7.665688456391117,165.36759285543738,-2.0,Híbrido
101,73,78,249,0.3825,0.5650524052862138,1.6922835573366402,33,23,22,15,15,0.4134189821385937,5.950181046308443,158.73829766210125,-3.0,Híbrido
102,73,74,253,0.3775,0.5661167772909783,1.6922835573366402,32,22,20,15,15,0.3968457441552532,5.632141567601742,151.00381618806284,-4.0,Híbrido
103,77,66,257,0.3675,0.5671240107359972,1.6922835573366402,28,23,15,9,9,0.3775095404701571,5.569826373929426,118.48342443371322,-8.0,Híbrido
104,73,67,260,0.3575,0.5679678582578168,1.6922835573366402,28,23,16,12,12,0.2962085610842829,4.713591168869458,134.0714913733541,1.0,Híbrido
105,70,64,266,0.35,0.5688911588344562,1.6922835573366402,28,21,15,11,11,0.33517872843338514,5.670132452363269,127.29384154967768,-3.0,Híbrido
106,73,60,267,0.335,0.5697671667087297,1.6922835573366402,32,16,12,11,11,0.31823460387419406,5.029239945182383,121.41128476588302,-4.0,Híbrido
107,77,56,267,0.3325,0.5705945814418534,1.6922835573366402,31,16,9,10,10,0.30352821191470747,5.580146543483607,113.20082864350019,-4.0,Híbrido
108,77,55,268,0.3325,0.5713644021643723,1.6922835573366402,32,17,6,11,11,0.2830020716087504,4.725253816824169,105.67089709596131,-1.0,Híbrido
109,72,58,270,0.33,0.5720601933429905,1.6922835573366402,32,19,7,11,11,0.26417724273990323,4.365183402175421,113.54910311983895,3.0,Híbrido
110,72,56,272,0.325,0.5728141582197162,1.6922835573366402,31,16,9,10,10,0.2838727577995973,4.812674227939678,108.54683071316425,-2.0,Híbrido
111,67,55,278,0.32,0.5734980400405396,1.6922835573366402,32,15,8,8,8,0.2713670767829106,4.326166338390183,104.20207798390204,-1.0,Híbrido
112,64,55,281,0.305,0.574186459271182,1.6922835573366402,31,17,7,8,8,0.26050519495975505,4.668298183722702,102.37184678987418,0.0,Híbrido
113,55,58,287,0.2975,0.574880683014747,1.6922835573366402,32,17,9,9,9,0.2559296169746854,4.755558387817324,114.78683127256033,3.0,Híbrido
114,56,57,287,0.2825,0.575654827825811,1.6922835573366402,32,15,10,10,10,0.28696707818140077,4.9500413179997915,117.50666076279964,-1.0,Híbrido
115,56,55,289,0.2825,0.5764220285049411,1.6922835573366402,33,13,9,10,10,0.29376665190699897,5.069542382344227,112.61604674337,-2.0,Híbrido
116,56,54,290,0.2775,0.5771418879196477,1.6922835573366402,32,13,9,10,10,0.281540116858425,5.087370314884835,109.99038680455952,-1.0,Híbrido
117,59,50,291,0.275,0.5778322995182351,1.6922835573366402,31,11,8,10,10,0.27497596701139876,5.206994156267555,106.05965811305299,-4.0,Híbrido
118,59,49,292,0.2725,0.5784816889518342,1.6922835573366402,31,10,8,9,9,0.2651491452826324,5.069542382344227,103.96764870182064,-1.0,Híbrido
119,59,48,293,0.27,0.579149296630922,1.6922835573366402,28,10,10,7,7,0.25991912175455156,4.231150871861437,104.84865166815746,-1.0,Híbrido
120,54,52,294,0.2675,0.5797777399143228,1.6922835573366402,32,11,9,9,9,0.2621216291703936,4.7352844392292175,106.73831611187087,4.0,Híbrido
121,56,50,294,0.265,0.5804158334024765,1.6922835573366402,33,10,7,10,10,0.2668457902796771,5.1386722125217155,102.18109277380529,-2.0,Híbrido
122,49,55,296,0.265,0.5810134294189233,1.6922835573366402,34,12,9,10,10,0.25545273193451323,5.065506492331294,119.02489682148239,5.0,Híbrido
123,52,52,296,0.26,0.581726657246554,1.6922835573366402,33,11,8,9,9,0.29756224205370596,5.5710199552043775,109.76874412482746,-3.0,Híbrido
124,56,47,297,0.26,0.5823984949939454,1.6922835573366402,29,10,8,9,9,0.2744218603120687,5.5710199552043775,105.84671077132138,-5.0,Híbrido
125,57,44,299,0.2575,0.5830247890300704,1.6922835573366402,24,10,10,9,9,0.26461677692830343,5.099679774068436,108.14370190708566,-3.0,Híbrido
126,53,45,302,0.2525,0.5836313151591435,1.6922835573366402,25,10,10,10,10,0.2703592547677141,5.4188241318565,110.39482000116494,1.0,Híbrido
127,49,46,305,0.245,0.5842648472392203,1.6922835573366402,27,9,10,9,9,0.27598705000291224,5.313892474254493,110.16841946999416,1.0,Híbrido
128,44,50,306,0.2375,0.5848946869189171,1.6922835573366402,28,9,13,9,9,0.2754210486749853,4.827680770178874,117.04461227091774,4.0,Híbrido
129,37,54,309,0.235,0.5855833301481219,1.6922835573366402,31,8,15,8,8,0.2926115306772943,5.186220066818312,126.50236514966262,4.0,Híbrido
130,39,49,312,0.2275,0.5863370935527918,1.6922835573366402,28,7,14,8,8,0.31625591287415644,5.577343994661783,112.84090633545539,-5.0,Híbrido
131,36,51,313,0.22,0.5869814503376095,1.6922835573366402,30,8,13,8,8,0.2821022658386384,5.345482427437022,117.18832885267973,2.0,Híbrido
132,35,49,316,0.2175,0.5876402252517684,1.6922835573366402,27,9,13,7,7,0.2929708221316993,5.2684226910503575,106.54692196545075,-2.0,Híbrido
133,33,49,318,0.21,0.5882372838300833,1.6922835573366402,26,10,13,6,6,0.26636730491362676,4.910006523222379,107.98810717079729,0.0,Híbrido
134,31,50,319,0.205,0.5888277144832798,1.6922835573366402,28,10,12,7,7,0.26997026792699313,4.856190269997727,109.57352944730184,1.0,Híbrido
135,29,51,320,0.2025,0.5894295239147399,1.6922835573366402,28,11,12,5,5,0.2739338236182545,4.913900539418622,110.50847339720053,1.0,Híbrido
136,30,49,321,0.2,0.5900640745525843,1.6922835573366402,28,10,11,5,5,0.2762711834930013,4.8600842861939695,106.81740662713774,-2.0,Híbrido
137,32,45,323,0.1975,0.590678895604006,1.6922835573366402,26,10,9,5,5,0.2670435165678443,4.564329019350777,97.72812894590524,-4.0,Híbrido
138,31,46,323,0.1925,0.5912482372136252,1.6922835573366402,28,11,7,5,5,0.24432032236476306,5.253574371592095,100.29105109906288,1.0,Híbrido
139,27,48,325,0.1925,0.5918234123188637,1.6922835573366402,29,11,8,5,5,0.2507276277476571,4.895035074952657,108.25446621377276,2.0,Híbrido
